,행정동,구,공원개수,공원개수_w,문화시설개수,문화시설개수_w,한강공원개수,한강공원개수_w,체육시설개수,체육시설개수_w,보행자도로개수,보행자도로개수_w,초중고,초중고_w,관광명소개수,관광명소개수_w,지하철개수,지하철개수_w,호텔개수,호텔개수_w,대학교개수,대학교개수_w,총합,가중치총합
254,화곡6동,강서구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,,0,4,0.000155039,2,0.000344828,10,0.000852452
255,화양동,광진구,,0,2,0.000337224,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,1,0.000172414,7,0.000666908
256,황학동,중구,,0,1,0.000168612,,0,,0,2,0.000639269,,0,,0,,0,,0,,0,3,0.000807882
257,회기동,동대문구,,0,1,0.000168612,,0,,0,,0,5,0.000038402,,0,,0,,0,1,0.000172414,7,0.000379428
258,회현동,중구,,0,3,0.000505837,,0,,0,8,0.002557078,,0,3,0.003488372,3,0.000402685,5,0.000193798,,0,22,0.007147769
259,효창동,용산구,,0,6,0.001011673,,0,1,0.001041667,,0,1,0.00000768,,0,1,0.000134228,,0,,0,9,0.002195248
260,후암동,용산구,,0,5,0.000843061,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,7,0.000858422
261,망원1동,마포구,,0,,0,2,0.009174312,1,0.001041667,,0,,0,1,0.001162791,,0,,0,,0,4,0.011378769
262,반포3동,서초구,,0,,0,20,0.091743119,1,0.001041667,,0,1,0.00000768,,0,,0,,0,,0,22,0.092792466
263,반포본동,서초구,,0,,0,2,0.009174312,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,6,0.009331582
264,성수2가1동,성동구,,0,,0,3,0.013761468,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,7,0.0149473
265,양평2동,영등포구,,0,,0,1,0.004587156,,0,2,0.000639269,5,0.000038402,,0,1,0.000134228,,0,,0,9,0.005399056
266,자양2동,광진구,,0,,0,12,0.055045872,,0,,0,7,0.000053763,,0,1,0.000134228,,0,,0,20,0.055233863
267,잠실4동,송파구,,0,,0,2,0.009174312,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,6,0.009331582
268,풍납1동,송파구,,0,,0,1,0.004587156,,0,,0,2,0.000015361,,0,,0,,0,,0,3,0.004602517
269,사당2동,동작구,,0,,0,,0,1,0.001041667,,0,3,0.000023041,,0,2,0.000268456,,0,,0,6,0.001333165
270,상계1동,노원구,,0,,0,,0,1,0.001041667,,0,4,0.000030722,2,0.002325581,1,0.000134228,,0,,0,8,0.003532198
271,신월3동,양천구,,0,,0,,0,1,0.001041667,,0,7,0.000053763,1,0.001162791,,0,,0,,0,9,0.002258221
272,갈현1동,은평구,,0,,0,,0,,0,8,0.002557078,,0,1,0.001162791,1,0.000134228,,0,,0,10,0.003854097
273,갈현2동,은평구,,0,,0,,0,,0,16,0.005114155,10,0.000076805,,0,1,0.000134228,,0,,0,27,0.005325188
274,구의1동,광진구,,0,,0,,0,,0,8,0.002557078,2,0.000015361,,0,,0,,0,,0,10,0.002572439
275,대림2동,영등포구,,0,,0,,0,,0,3,0.000958904,2,0.000015361,,0,,0,,0,,0,5,0.000974265
276,도림동,영등포구,,0,,0,,0,,0,1,0.000319635,,0,,0,,0,,0,,0,1,0.000319635
277,문정2동,송파구,,0,,0,,0,,0,2,0.000639269,1,0.00000768,1,0.001162791,3,0.000402685,,0,,0,7,0.002212425
278,상계5동,노원구,,0,,0,,0,,0,1,0.000319635,1,0.00000768,,0,1,0.000134228,,0,,0,3,0.000461543
279,상계9동,노원구,,0,,0,,0,,0,1,0.000319635,5,0.000038402,,0,1,0.000134228,,0,,0,7,0.000492265
280,상도1동,동작구,,0,,0,,0,,0,2,0.000639269,3,0.000023041,1,0.001162791,2,0.000268456,,0,1,0.000172414,9,0.002265972
281,성현동,관악구,,0,,0,,0,,0,1,0.000319635,2,0.000015361,,0,,0,,0,,0,3,0.000334996
282,신길3동,영등포구,,0,,0,,0,,0,5,0.001598174,1,0.00000768,,0,,0,,0,,0,6,0.001605854
283,신대방1동,동작구,,0,,0,,0,,0,2,0.000639269,2,0.000015361,,0,,0,,0,,0,4,0.00065463
284,신월5동,양천구,,0,,0,,0,,0,4,0.001278539,3,0.000023041,,0,,0,1,0.00003876,,0,8,0.00134034
285,신정4동,양천구,,0,,0,,0,,0,2,0.000639269,3,0.000023041,,0,1,0.000134228,,0,,0,6,0.000796539
286,인헌동,관악구,,0,,0,,0,,0,2,0.000639269,2,0.000015361,,0,,0,,0,,0,4,0.00065463
287,조원동,관악구,,0,,0,,0,,0,2,0.000639269,1,0.00000768,,0,,0,,0,,0,3,0.00064695
288,청림동,관악구,,0,,0,,0,,0,1,0.000319635,,0,,0,,0,,0,,0,1,0.000319635
289,행운동,관악구,,0,,0,,0,,0,2,0.000639269,5,0.000038402,,0,2,0.000268456,,0,,0,9,0.000946128
290,가락2동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,2,0.000268456,,0,,0,5,0.000291498
291,가락본동,송파구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,2,0.000077519,,0,6,0.000108241
292,가리봉동,구로구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
293,가양3동,강서구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
294,개포1동,강남구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
295,고덕1동,강동구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402
296,고척1동,구로구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,1,0.000172414,6,0.000210816
297,공덕동,마포구,,0,,0,,0,,0,,0,2,0.000015361,1,0.001162791,1,0.000134228,,0,,0,4,0.00131238
298,공항동,강서구,,0,,0,,0,,0,,0,4,0.000030722,,0,2,0.000268456,1,0.00003876,,0,7,0.000337938
299,구로1동,구로구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
300,금호2.3가동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
301,길음1동,성북구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000134228,,0,,0,5,0.00016495
302,난곡동,관악구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
303,남가좌2동,서대문구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,1,0.000172414,3,0.000187775
304,답십리1동,동대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
305,도봉1동,도봉구,,0,,0,,0,,0,,0,5,0.000038402,1,0.001162791,,0,,0,,0,6,0.001201193
306,도화동,마포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,1,0.00003876,,0,3,0.000180668
307,독산2동,금천구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
308,동선동,성북구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,2,0.000077519,,0,8,0.000123602
309,둔촌1동,강동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
310,마천1동,송파구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
311,망우3동,중랑구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
312,망원2동,마포구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
313,면목2동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
314,면목3.8동,중랑구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000134228,,0,1,0.000172414,6,0.000337364
315,명일1동,강동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
316,명일2동,강동구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,4,0.00015727
317,목3동,양천구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
318,목4동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
319,무악동,종로구,,0,,0,,0,,0,,0,1,0.00000768,1,0.001162791,1,0.000134228,,0,,0,3,0.001304699
320,묵2동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
321,문정1동,송파구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
322,미아동,강북구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,2,0.000344828,6,0.000502097
323,방배4동,서초구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
324,방이1동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,4,0.00015727
325,방학1동,도봉구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,4,0.00015727
326,방학2동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
327,방학3동,도봉구,,0,,0,,0,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,4,0.001185832
328,방화1동,강서구,,0,,0,,0,,0,,0,5,0.000038402,,0,1,0.000134228,,0,,0,6,0.000172631
329,방화2동,강서구,,0,,0,,0,,0,,0,3,0.000023041,,0,3,0.000402685,1,0.00003876,,0,7,0.000464486
330,번1동,강북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,1,0.00003876,,0,4,0.000188349
331,보라매동,관악구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
332,보문동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,1,0.00003876,,0,4,0.000188349
333,북가좌1동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,4,0.001185832
334,북아현동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
335,사당1동,동작구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,1,0.00003876,,0,3,0.000054121
336,삼각산동,강북구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
337,삼선동,성북구,,0,,0,,0,,0,,0,5,0.000038402,,0,2,0.000268456,,0,1,0.000172414,8,0.000479273
338,삼성동,관악구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402
339,삼전동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
340,상계3.4동,노원구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
341,상계8동,노원구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
342,상도3동,동작구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
343,서림동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
344,석촌동,송파구,,0,,0,,0,,0,,0,9,0.000069124,1,0.001162791,1,0.000134228,2,0.000077519,,0,13,0.001443663
345,성산1동,마포구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,1,0.00003876,,0,6,0.000077162
346,성수2가3동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,1,0.00003876,,0,3,0.000180668
347,송파1동,송파구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
348,시흥2동,금천구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,6,0.000046083
349,신길1동,영등포구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
350,신길4동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
351,신길6동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
352,신길7동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
353,신내1동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
354,신당5동,중구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
355,신대방2동,동작구,,0,,0,,0,,0,,0,4,0.000030722,1,0.001162791,,0,,0,,0,5,0.001193513
356,신수동,마포구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
357,신원동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
358,신월2동,양천구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
359,신월4동,양천구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
360,신월6동,양천구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
361,신정1동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
362,신정2동,양천구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
363,쌍문2동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
364,쌍문3동,도봉구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,1,0.00003876,,0,3,0.000180668
365,암사3동,강동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
366,양평1동,영등포구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,4,0.000155039,,0,7,0.000304628
367,연남동,마포구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
368,염리동,마포구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402
369,영등포동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,1,0.001162791,1,0.000134228,5,0.000193798,,0,8,0.001498498
370,옥수동,성동구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000134228,,0,,0,5,0.00016495
371,왕십리2동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
372,왕십리도선동,성동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,3,0.000116279,,0,5,0.00013164
373,월계3동,노원구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
374,위례동,송파구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
375,은천동,관악구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
376,응봉동,성동구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
377,응암2동,은평구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
378,일원1동,강남구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
379,잠실7동,송파구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000134228,,0,,0,5,0.00016495
380,장안2동,동대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,2,0.000077519,,0,5,0.000100561
381,장위1동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
382,장위2동,성북구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000134228,,0,,0,2,0.000141909
383,장위3동,성북구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
384,정릉2동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
385,정릉4동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,1,0.000172414,4,0.000322003
386,중앙동,관악구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
387,중화1동,중랑구,,0,,0,,0,,0,,0,5,0.000038402,,0,1,0.000134228,,0,,0,6,0.000172631
388,창2동,도봉구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
389,창3동,도봉구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361
390,창신3동,종로구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000134228,,0,,0,3,0.000149589
391,청룡동,관악구,,0,,0,,0,,0,,0,9,0.000069124,,0,,0,,0,,0,9,0.000069124
392,풍납2동,송파구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,6,0.000046083
393,하계1동,노원구,,0,,0,,0,,0,,0,8,0.000061444,,0,1,0.000134228,,0,1,0.000172414,10,0.000368086
394,하계2동,노원구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041
395,행당2동,성동구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,4,0.00015727
396,홍은1동,서대문구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
397,홍제1동,서대문구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,1,0.000172414,3,0.000187775
398,홍제3동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000134228,,0,,0,4,0.00015727
399,화곡1동,강서구,,0,,0,,0,,0,,0,3,0.000023041,,0,2,0.000268456,7,0.000271318,,0,12,0.000562816
400,화곡2동,강서구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768
401,화곡4동,강서구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722
402,휘경2동,동대문구,,0,,0,,0,,0,,0,7,0.000053763,,0,,0,,0,1,0.000172414,8,0.000226177
403,방배1동,서초구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
404,사당4동,동작구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
405,성내2동,강동구,,0,,0,,0,,0,,0,,0,,0,2,0.000268456,1,0.00003876,,0,3,0.000307216
406,성수1가2동,성동구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
407,수유2동,강북구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,1,0.00003876,,0,2,0.000172988
408,신포동,중구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
409,영종동,중구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
410,운서동,중구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
411,중화2동,중랑구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
412,홍제2동,서대문구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,,0,,0,1,0.000134228
413,휘경1동,동대문구,,0,,0,,0,,0,,0,,0,,0,1,0.000134228,1,0.00003876,,0,2,0.000172988
,,,71,0.03,771,0.13,109,0.5,48,0.05,219,0.07,1302,0.01,129,0.15,298,0.04,258,0.01,58,0.01,3263,1
